regulator,target
BRD2,LMNB1
BRD2,FBXO22
BRD2,OSTC
BRD2,BSG
BRD2,ZBTB44
BRD2,DDB1
BRD2,SMARCC1
BRD2,B2M
BRD2,POFUT2
BRD2,PDCD6IP
BRD2,LRPAP1
BRD2,BTAF1
BRD2,KANSL3
BRD2,NCAPD3
BRD2,SSR3
BRD2,ATF7IP
BRD2,ZFP428
BRD2,MYL6
BRD2,KDM2A
BRD2,TRIM28
BRD2,APPBP2
BRD2,TRAM1
BRD2,ASPH
BRD2,RTN3
BRD2,SMAD1
BRD2,TNKS
BRD2,DPF2
BRD2,TDG
BRD2,HNRNPL
BRD2,OGT
BRD2,PSEN1
BRD2,MAFK
BRD2,GTF3C1
BRD2,TBRG1
BRD2,ILK
BRD2,B4GALT1
BRD2,MKRN1
BRD2,ACBD3
BRD2,EP400
BRD2,SMARCA4
BRD2,CXXC1
BRD2,HSP90AA1
BRD2,ARID1A
BRD2,MED23
BRD2,MYBL2
BRD2,CDC42SE2
BRD2,MSH2
BRD2,SLC25A4
BRD2,NCOR1
BRD2,RNF138
BRD2,NACC1
BRD2,DERL1
BRD2,NONO
BRD2,ZBTB2
BRD2,IKBIP
BRD2,APAF1
BRD2,WDR5
BRD2,KDM1A
BRD2,CALR
BRD2,ARPC5
BRD2,PRDX1
BRD2,ACTL6A
BRD2,ZFP384
BRD2,SLC35F5
BRD2,DKC1
BRD2,ATP6V0E
BRD2,SELENOS
BRD2,TET2
BRD2,PLEKHF2
BRD2,PRDX4
BRD2,GSR
BRD2,MFSD1
BRD2,SEC24A
BRD2,PAF1
BRD2,PRDM15
BRD2,CDC73
BRD2,ITGB1
BRD2,P4HA1
BRD2,KDELR1
BRD2,HSP90AB1
BRD2,DNAJC10
BRD2,TMEM165
BRD2,SEC11A
BRD2,DNAJC3
BRD2,GABARAP
BRD2,ELL
BRD2,MSH6
BRD2,PPIB
BRD2,RCOR1
BRD2,KDELC2
BRD2,BMPR2
BRD2,H13
BRD2,TDGF1
BRD2,PWP1
BRD2,SURF4
BRD2,RANBP17
BRD2,OAT
BRD2,PLA2G15
BRD2,SETD1A
BRD2,SETDB1
BRD2,HEATR1
BRD2,KDM4A
BRD2,RCC2
BRD2,COPB1
BRD2,XBP1
BRD2,VAMP8
BRD2,PTPN21
BRD2,TM9SF3
BRD2,BRD4
BRD2,CBX1
BRD2,MED26
BRD2,DCTPP1
BRD2,UHRF1
BRD2,SRI
BRD2,JUN
BRD2,ZFP281
BRD2,DICER1
BRD2,PDIA3
BRD2,CTSL
BRD2,ETV5
BRD2,RRBP1
BRD2,RER1
BRD2,E2F1
BRD2,GOT1
BRD2,GNB2
BRD2,ARHGAP1
BRD2,SMC1A
BRD2,RPP25
BRD2,ARFIP1
BRD2,GDF3
BRD2,GGA2
BRD2,KDM4C
BRD2,CDK9
BRD2,CST3
BRD2,PATJ
BRD2,RBBP7
BRD2,CTR9
BRD2,ITGAV
BRD2,CCDC88C
BRD2,CTSD
BRD2,CDK7
BRD2,KDELR2
BRD2,TBP
BRD2,P3H1
BRD2,PLOD3
BRD2,AGPAT4
BRD2,ZFP322A
BRD2,NUP210
BRD2,TFRC
BRD2,RBMXL2
BRD2,GXYLT1
BRD2,SLC7A6
BRD2,SOD1
BRD2,RBPJ
BRD2,GNS
BRD2,NUCB1
BRD2,TCF3
BRD2,FBRSL1
BRD2,CHD1
BRD2,NFXL1
BRD2,PURB
BRD2,COMMD3
BRD2,STAT3
BRD2,HDAC1
BRD2,MED12
BRD2,CREB3
BRD2,TMOD3
BRD2,TPM4
BRD2,E2F4
BRD2,FRS2
BRD2,APEX1
BRD2,DUSP6
BRD2,PHC1
BRD2,ARF4
BRD2,RAP1GDS1
BRD2,OSBP
BRD2,TLE4
BRD2,DROSHA
BRD2,EXT2
BRD2,PNP
BRD2,HSF2BP
BRD2,KLF4
BRD2,CDK8
BRD2,PDIA6
BRD2,VAMP3
BRD2,SHF
BRD2,UBQLN2
BRD2,NIPBL
BRD2,PKNOX1
BRD2,RYBP
BRD2,PARD6B
BRD2,PLOD2
BRD2,RNF2
BRD2,HELB
BRD2,TMEM59
BRD2,MAN1A2
BRD2,ELL2
BRD2,USP7
BRD2,2410141K09RIK
BRD2,USP28
BRD2,MYCN
BRD2,EDEM1
BRD2,AMFR
BRD2,MMGT1
BRD2,TGIF2
BRD2,SMAD2
BRD2,AEBP2
BRD2,FKBP5
BRD2,L1TD1
BRD2,IRF2BPL
BRD2,KDM6A
BRD2,SDCBP
BRD2,SET
BRD2,TXNDC12
BRD2,PDGFRA
BRD2,TCOF1
BRD2,IMPDH2
BRD2,PTOV1
BRD2,UTP14A
BRD2,MBD2
BRD2,ARPC2
BRD2,ACP6
BRD2,NIPSNAP1
BRD2,ARHGAP29
BRD2,TMEM9B
BRD2,RAB11A
BRD2,GLIPR2
BRD2,GLMP
BRD2,MTA2
BRD2,HMGA1B
BRD2,HMGA1
BRD2,CD63
BRD2,CLN6
BRD2,KMT2C
BRD2,SEC23A
BRD2,MVB12B
BRD2,ZYX
BRD2,KLF2
BRD2,RAB2A
BRD2,TET3
BRD2,SAP30
BRD2,FOXH1
BRD2,CPOX
BRD2,MSL1
BRD2,KDM5B
BRD2,SETX
BRD2,ZFP532
BRD2,PARP1
BRD2,FKBP9
BRD2,TIMP2
BRD2,SLC39A1
BRD2,CBFA2T2
BRD2,MSL3
BRD2,RBPMS2
BRD2,EHMT2
BRD2,ABHD5
BRD2,SARAF
BRD2,ZFP42
BRD2,KDM2B
BRD2,ZFP459
BRD2,AP2A2
BRD2,FBLIM1
BRD2,PIPOX
BRD2,CHMP4B
BRD2,COLGALT1
BRD2,ZMYND8
BRD2,FNDC3B
BRD2,RARA
BRD2,MOB3B
BRD2,QSOX1
BRD2,GNA12
BRD2,FUT9
BRD2,TMEM144
BRD2,REEP5
BRD2,PCOLCE2
BRD2,SIK1
BRD2,STX3
BRD2,KRTCAP2
BRD2,PAFAH1B3
BRD2,ME1
BRD2,ETV4
BRD2,CTSZ
BRD2,ARF5
BRD2,GDPD5
BRD2,GGTA1
BRD2,WDR46
BRD2,LAMC1
BRD2,ETV1
BRD2,JARID2
BRD2,RRAS2
BRD2,ZFP57
BRD2,ASS1
BRD2,B4GALNT4
BRD2,TAF1
BRD2,CAR2
BRD2,MARC2
BRD2,KHDC3
BRD2,FLRT3
BRD2,FRMD4A
BRD2,FABP3
BRD2,KLHDC3
BRD2,RFFL
BRD2,MAPK8
BRD2,TDH
BRD2,NR4A1
BRD2,UBTF
BRD2,ST5
BRD2,HSPG2
BRD2,RETREG1
BRD2,UPP1
BRD2,VKORC1
BRD2,TXNDC5
BRD2,SOAT1
BRD2,MAX
BRD2,P4HA2
BRD2,CLCN5
BRD2,XPNPEP1
BRD2,TPD52
BRD2,SPP1
BRD2,SMYD2
BRD2,DPPA4
BRD2,PARVA
BRD2,BNC2
BRD2,SNX7
BRD2,BAG2
BRD2,PRKAA2
BRD2,ZFHX3
BRD2,LPAR2
BRD2,DAXX
BRD2,ARHGEF5
BRD2,NCOR2
BRD2,MCAM
BRD2,KAT6B
BRD2,TMED2
BRD2,CRYAB
BRD2,TGFBR3
BRD2,TBX3
BRD2,MPRIP
BRD2,TSPAN9
BRD2,SALL4
BRD2,DAP
BRD2,REST
BRD2,SLC7A3
BRD2,ITPK1
BRD2,FGD1
BRD2,PDE4DIP
BRD2,N4BP3
BRD2,APP
BRD2,PLA2G1B
BRD2,CHD7
BRD2,COBL
BRD2,STARD10
BRD2,CERS4
BRD2,ZFP710
BRD2,LAMB2
BRD2,ALG13
BRD2,EPOP
BRD2,DPPA2
BRD2,NOS3
BRD2,HSPB1
BRD2,SALL1
BRD4,NFYC
BRD4,SRSF1
BRD4,CBX3
BRD4,CALM1
BRD4,SRSF2
BRD4,CLTC
BRD4,NRF1
BRD4,EP300
BRD4,RAF1
BRD4,ZFP143
BRD4,MTF2
BRD4,PRDX1
BRD4,POLE4
BRD4,MFSD1
BRD4,INO80
BRD4,SERBP1
BRD4,ADNP
BRD4,KMT2D
BRD4,LAMP1
BRD4,HSPA4
BRD4,CBX5
BRD4,RDM1
BRD4,NPM1
BRD4,HSP90AB1
BRD4,ARF1
BRD4,DARS
BRD4,RAD23B
BRD4,HEXIM1
BRD4,SMARCC1
BRD4,BRD2
BRD4,ATF7IP
BRD4,ZFP428
BRD4,NCOR1
BRD4,SMARCAD1
BRD4,AARS
BRD4,HDLBP
BRD4,RAB11A
BRD4,CALR
BRD4,HSP90AA1
BRD4,TFRC
BRD4,GORASP2
BRD4,ZBTB44
BRD4,EIF2S2
BRD4,GNB2
BRD4,RRN3
BRD4,GTF2B
BRD4,HDAC2
BRD4,NSL1
BRD4,ATRX
BRD4,NELFA
BRD4,ZC3H11A
BRD4,UBA2
BRD4,RAD21
BRD4,KDM5A
BRD4,EED
BRD4,DDB1
BRD4,SUZ12
BRD4,ACP6
BRD4,PTP4A1
BRD4,SUMO2
BRD4,HCFC1
BRD4,PHRF1
BRD4,KMT2C
BRD4,PDIA3
BRD4,CTCF
BRD4,ZFX
BRD4,MSL2
BRD4,ARID1A
BRD4,SSRP1
BRD4,NASP
BRD4,YEATS4
BRD4,TCF12
BRD4,ITGB1
BRD4,STAG1
BRD4,SS18
BRD4,ATP6V0A1
BRD4,WDR82
BRD4,DMAP1
BRD4,LRRC59
BRD4,LRRC58
BRD4,P4HA1
BRD4,STAG2
BRD4,SMARCA5
BRD4,MORC3
BRD4,SLC16A1
BRD4,MDN1
BRD4,BAZ1B
BRD4,CDC16
BRD4,TCF3
BRD4,TMED10
BRD4,RBBP5
BRD4,GFPT1
BRD4,HMGA1
BRD4,FBXO22
BRD4,RBPJ
BRD4,TXNDC12
BRD4,CDC42SE2
BRD4,OGT
BRD4,SUPT5
BRD4,HMGA1B
BRD4,SMC3
BRD4,WDR11
BRD4,LMNB1
BRD4,CNOT3
BRD4,MBD3
BRD4,KAT5
BRD4,ERP29
BRD4,ELOB
BRD4,GSR
BRD4,ZFP532
BRD4,TET3
BRD4,EZH2
BRD4,NFYA
BRD4,SMARCA4
BRD4,TMEM30A
BRD4,MED23
BRD4,RTN3
BRD4,YY1
BRD4,ARF4
BRD4,SLC25A4
BRD4,H13
BRD4,MSH6
BRD4,PHF5A
BRD4,FUT8
BRD4,SOD1
BRD4,TM9SF3
BRD4,SETD1A
BRD4,PSEN1
BRD4,CDC5L
BRD4,USP16
BRD4,SUMO1
BRD4,KANSL3
BRD4,TRIM28
BRD4,APPBP2
BRD4,COPA
BRD4,HNRNPL
BRD4,ZBTB2
BRD4,RANBP17
BRD4,E4F1
BRD4,BSG
BRD4,ARPC2
BRD4,EP400
BRD4,SSR1
BRD4,CTSL
BRD4,DUSP6
BRD4,METTL3
BRD4,DPY30
BRD4,CDK7
BRD4,DR1
BRD4,HIRA
BRD4,MED1
BRD4,STAT3
BRD4,SEC24A
BRD4,PDCD6IP
BRD4,KCTD10
BRD4,SUPT16
BRD4,NCAPH2
BRD4,LMF2
BRD4,KDM1A
BRD4,KDM4C
BRD4,RIF1
BRD4,GLO1
BRD4,NACC1
BRD4,KAT6B
BRD4,PLEKHF2
BRD4,DNAJC10
BRD4,IRF2BPL
BRD4,IER2
BRD4,ARPC5
BRD4,PDK1
BRD4,CBX1
BRD4,TMEM214
BRD4,AEBP2
BRD4,IMPDH2
BRD4,DDX21
BRD4,DGCR8
BRD4,CALU
BRD4,ADAM10
BRD4,P4HB
BRD4,XBP1
BRD4,SIRT6
BRD4,RCOR1
BRD4,PATJ
BRD4,MKRN1
BRD4,KLF2
BRD4,ABHD5
BRD4,TPM4
BRD4,KAT8
BRD4,TDG
BRD4,SELENOW
BRD4,GMNN
BRD4,APEX1
BRD4,TBRG1
BRD4,SNX2
BRD4,TMED9
BRD4,COPG1
BRD4,DDOST
BRD4,FBXW8
BRD4,TRAM1
BRD4,BTAF1
BRD4,RPN1
BRD4,TAF2
BRD4,PNP
BRD4,ZFP384
BRD4,ASPH
BRD4,KDM2A
BRD4,COPB1
BRD4,MSH2
BRD4,KDELR2
BRD4,SMAD1
BRD4,KDELC2
BRD4,RNF138
BRD4,RPN2
BRD4,RUVBL1
BRD4,RBBP7
BRD4,LRPAP1
BRD4,SSR3
BRD4,B2M
BRD4,TGOLN1
BRD4,CST3
BRD4,SH3GLB1
BRD4,POFUT2
BRD4,PPIB
BRD4,NFYB
BRD4,JUN
BRD4,JARID2
BRD4,SAP18
BRD4,MAN1A2
BRD4,GNAI3
BRD4,DERL1
BRD4,SELENOS
BRD4,FNDC3B
BRD4,GNAS
BRD4,RRBP1
BRD4,VAMP3
BRD4,SLC35F5
BRD4,BRD9
BRD4,PRKCE
BRD4,SURF4
BRD4,SLC39A7
BRD4,XRCC5
BRD4,PURB
BRD4,NCAPG
BRD4,TMEM59
BRD4,TMED3
BRD4,ILK
BRD4,MYH9
BRD4,OAT
BRD4,MYL6
BRD4,TRP53
BRD4,TAF3
BRD4,RAP1GDS1
BRD4,MCRS1
BRD4,SETDB1
BRD4,GTF3C1
BRD4,ARFGAP1
BRD4,ITGAV
BRD4,TLE4
BRD4,SEMA4C
BRD4,SDCBP
BRD4,ZMYND8
BRD4,NUP210
BRD4,MTA2
BRD4,TMEM165
BRD4,SLC7A6
BRD4,RER1
BRD4,MPHOSPH8
BRD4,CD63
BRD4,ACTL6A
BRD4,BMPR2
BRD4,NCAPD3
BRD4,UHRF1
BRD4,TMED2
BRD4,SETX
BRD4,OSTC
BRD4,SET
BRD4,CHD1
BRD4,MBD2
BRD4,PRDM15
BRD4,TET2
BRD4,ATP6V0E
BRD4,DPF2
BRD4,HIRIP3
BRD4,PLOD3
BRD4,MAFK
BRD4,DICER1
BRD4,PARP1
BRD4,B4GALT1
BRD4,NONO
BRD4,TAX1BP3
BRD4,COTL1
BRD4,ACBD3
BRD4,RYBP
BRD4,HDAC1
BRD4,CTSD
BRD4,TBP
BRD4,RNF2
BRD4,NIPBL
BRD4,XPNPEP1
BRD4,MAPKAPK2
BRD4,UBQLN2
BRD4,CDC73
BRD4,WDR5
BRD4,MSL1
BRD4,TMBIM6
BRD4,RBMXL2
BRD4,FRS2
BRD4,KDM5B
BRD4,COLGALT1
BRD4,CDK9
BRD4,SMAD2
BRD4,PDIA6
BRD4,KDM6A
BRD4,MED26
BRD4,USP28
BRD4,MYC
BRD4,COMMD3
BRD4,UBTF
BRD4,DNAJC3
BRD4,CDK8
BRD4,CXXC1
BRD4,SEC11A
BRD4,PKNOX1
BRD4,MCM2
BRD4,PTPN21
BRD4,STT3A
BRD4,SMC1A
BRD4,SETD7
BRD4,CPD
BRD4,TMEM9B
BRD4,GGA2
BRD4,GOT1
BRD4,RPP25
BRD4,DKC1
BRD4,MARC2
BRD4,ARHGAP1
BRD4,RAB2A
BRD4,TPD52
BRD4,RFFL
BRD4,MYDGF
BRD4,DROSHA
BRD4,CREB3
BRD4,HTATSF1
BRD4,CREBBP
BRD4,E2F4
BRD4,RUVBL2
BRD4,IKBIP
BRD4,APAF1
BRD4,USP7
BRD4,ZFP322A
BRD4,SARAF
BRD4,KDM4A
BRD4,GABARAP
BRD4,SSR4
BRD4,SUPT6
BRD4,FKBP5
BRD4,ELL2
BRD4,PHC1
BRD4,KDM2B
BRD4,AMFR
BRD4,GALK1
BRD4,CBFA2T2
BRD4,ETV5
BRD4,EDEM1
BRD4,SMARCA2
BRD4,FGFR1
BRD4,VAMP8
BRD4,GXYLT1
BRD4,SRI
BRD4,CTBP2
BRD4,DAXX
BRD4,ZFP710
BRD4,GSTA4
BRD4,MAPK8
BRD4,BAZ1A
BRD4,KDELR1
BRD4,NFXL1
BRD4,SLC39A1
BRD4,GNS
BRD4,CRTC3
BRD4,APP
BRD4,MAX
BRD4,BMI1
BRD4,L3MBTL3
BRD4,GALNT7
BRD4,TIMP2
BRD4,KRTCAP2
BRD4,AP2A2
BRD4,KLF4
BRD4,SIK1
BRD4,ZYX
BRD4,ME1
BRD4,TMOD3
BRD4,ETV4
BRD4,TTC39B
BRD4,ZFP57
BRD4,KMT2B
BRD4,ELL
BRD4,RCC2
BRD4,FBRSL1
BRD4,TNKS
BRD4,MAN1A
BRD4,ARL8A
BRD4,ERF
BRD4,TGIF1
BRD4,CTR9
BRD4,SEC23A
BRD4,GDF3
BRD4,TXNDC5
BRD4,SMYD2
BRD4,TGFBR3
BRD4,CHMP4B
BRD4,PAFAH1B3
BRD4,PARVA
BRD4,SNX7
BRD4,SAP30
BRD4,ZFP281
BRD4,DCTPP1
BRD4,PITPNC1
BRD4,SMAD3
BRD4,E2F1
BRD4,LAMC1
BRD4,FRMD4A
BRD4,REEP5
BRD4,ARFIP1
BRD4,PDIA5
BRD4,CBX8
BRD4,MBNL2
BRD4,PLA2G15
BRD4,CCDC88C
BRD4,GNPTAB
BRD4,P3H1
BRD4,DTX3L
BRD4,PWP1
BRD4,PAF1
BRD4,TCOF1
BRD4,NR4A1
BRD4,CLN6
BRD4,ZFP217
BRD4,GLIPR2
BRD4,BCLAF3
BRD4,DOCK5
BRD4,F3
BRD4,CAR2
BRD4,MSL3
BRD4,ADAM19
BRD4,ARHGAP29
BRD4,TBX3
BRD4,FUT9
BRD4,CHD4
BRD4,RRAS2
BRD4,OSBP
BRD4,MPRIP
BRD4,GDPD5
BRD4,ALPL
BRD4,CARHSP1
BRD4,MYBL2
BRD4,DAP
BRD4,JAM2
BRD4,QSOX1
BRD4,ANO10
BRD4,NUCB1
BRD4,FZD5
BRD4,MED12
BRD4,EXT2
BRD4,CHD7
BRD4,TEX264
BRD4,PTOV1
BRD4,ITPK1
BRD4,FN1
BRD4,ARID3A
BRD4,FABP3
BRD4,RETREG1
BRD4,THAP11
BRD4,TGIF2
BRD4,AKT1
BRD4,OBSL1
BRD4,REST
BRD4,LEO1
BRD4,HSPG2
BRD4,P3H4
BRD4,CPOX
BRD4,PRDX4
BRD4,PRKAA2
BRD4,HEATR1
BRD4,SELENOM
BRD4,PIPOX
BRD4,MYLPF
BRD4,PLOD1
BRD4,KLHDC3
BRD4,DCLK2
BRD4,L1TD1
BRD4,CREB3L2
BRD4,EPAS1
BRD4,MEN1
BRD4,COBLL1
BRD4,SIN3A
BRD4,HELB
BRD4,TFE3
BRD4,COL4A2
BRD4,ALDH2
BRD4,RBPMS2
BRD4,COL4A1
BRD4,ZFYVE21
BRD4,RASGRP2
BRD4,SH3PXD2B
BRD4,PTPN14
BRD4,NAA10
BRD4,VSIR
BRD4,BASP1
BRD4,HSPB1
BRD4,SERPINH1
BRD4,MOV10
BRD4,AMPD2
BRD4,IGFBP2
BRD4,ZFHX3
BRD4,TALDO1
BRD4,APOBEC3
BRD4,VKORC1
BRD4,BAG2
BRD4,SPP1
BRD4,FBLIM1
BRD4,SOX2
BRD4,DAB2
BRD4,RAB3IL1
BRD4,OPLAH
BRD4,ZIC2
BRD4,GABBR1
BRD4,GHR
BRD4,PCOLCE
BRD4,SHF
BRD4,RARA
BRD4,FKBP9
BRD4,ITGA6
BRD4,PLOD2
BRD4,SOAT1
BRD4,CBX2
BRD4,KLF5
BRD4,ARF5
BRD4,HAP1
BRD4,GLI2
BRD4,MYMX
BRD4,CERS4
BRD4,PHLDB2
BRD4,PARD6B
BRD4,CTSZ
BRD4,PCGF2
BRD4,MOB3B
BRD4,MMGT1
BRD4,ETV1
BRD4,GPC6
BRD4,B4GALNT4
BRD4,TMEM150A
BRD4,PCOLCE2
BRD4,STX3
BRD4,WDR46
BRD4,EPOP
BRD4,UTF1
BRD4,UPP1
BRD4,LAMB2
BRD4,LYN
BRD4,N4BP3
BRD4,BNC2
BRD4,FOXH1
BRD4,FGD1
BRD4,GLDC
BRD4,TENM4
BRD4,NIPSNAP1
BRD4,FAM114A1
BRD4,PFKP
BRD4,GGTA1
BRD4,HDAC3
BRD4,CLCN5
BRD4,RXRA
BRD4,TUBB2B
BRD4,CBX7
BRD4,NCOR2
BRD4,LDLRAP1
BRD4,UTP14A
BRD4,GNG10
BRD4,TSPAN9
BRD4,DNMT3B
BRD4,MYCN
BRD4,RARG
BRD4,KDM6B
BRD4,TCF15
BRD4,LY75
BRD4,MRAS
BRD4,ANXA4
BRD4,GCNT2
BRD4,GFPT2
BRD4,SALL4
BRD4,COL27A1
BRD4,CHST15
BRD4,GLMP
BRD4,SORD
BRD4,LAMA1
BRD4,ASS1
BRD4,COBL
BRD4,BEND5
BRD4,PDGFRA
BRD4,SRGN
BRD4,GLI1
BRD4,SNURF
BRD4,SNRPN
BRD4,TFCP2L1
BRD4,ALG13
BRD4,P4HA2
BRD4,ZCCHC24
BRD4,TDGF1
BRD4,TMEM144
BRD4,EHMT2
BRD4,BAZ2A
BRD4,NOTUM
BRD4,SLC7A3
BRD4,ADGRA2
BRD4,DRAM1
BRD4,ZFP42
BRD4,SERPING1
BRD4,SALL1
BRD4,FLRT3
BRD4,MAP1A
BRD4,SLC15A1
BRD4,CCND1
BRD4,KDELR3
BRD4,GCNT1
BRD4,NID1
BRD4,NR0B1
BRD4,NODAL
BRD4,SFRP1
BRD4,1700061G19RIK
BRD4,ZFP979
BRD4,BMPER
BRD4,NR5A2
BRD4,CHCHD10
BRD4,COL18A1
BRD4,TDH
BRD4,DUSP27
BRD4,LTBP4
BRD4,LPAR2
BRD4,POU5F1
BRD4,ADAM23
BRD4,LRP2
BRD4,AFF3
BRD4,TYRO3
BRD4,TET1
BRD4,2410141K09RIK
BRD4,ENOX1
BRD4,LAMB1
BRD4,ZFP819
BRD4,HS3ST1
BRD4,HSD17B14
BRD4,BMP1
BRD4,PECAM1
BRD4,IFITM1
BRD4,HSF2BP
BRD4,TCN2
BRD4,SLC9A6
BRD4,ST5
BRD4,NOTCH4
BRD4,TCEA3
BRD4,FXYD6
BRD4,GATA6
BRD4,ZFP459
BRD4,NANOG
BRD4,LRRC34
BRD4,FGFR4
BRD4,ZIC3
BRD4,FHDC1
BRD4,FGF4
BRD4,KHDC3
BRD4,DPPA2
BRD4,KRT8
BRD4,PRDM14
BRD4,PRSS35
BRD4,FGF3
BRD4,PLA2G1B
BRD4,NMNAT2
BRD4,PTH1R
BRD4,FOXA2
BRD4,SEPT1
BRD4,FGF10
BRD4,FST
BRD4,AU018091
BRD4,CDH6
BRD4,TCL1
BRD4,ZFP990
BRD4,ERAS
BRD4,EVA1A
BRD4,MSX2
BRD4,DUSP9
BRD4,LRRC2
BRD4,ILDR1
BRD4,BMP4
BRD4,HNF1B
BRD4,TRH
BRD4,FAM25C
BRD9,CHMP4B
BRD9,MAX
BRD9,GORASP2
BRD9,KMT2B
BRD9,RAF1
BRD9,KANSL3
BRD9,SH3GLB1
BRD9,MED23
BRD9,BSG
BRD9,LAMC1
BRD9,MBD2
BRD9,SERBP1
BRD9,SMARCA5
BRD9,NFYB
BRD9,NSL1
BRD9,ADNP
BRD9,NELFA
BRD9,TMED2
BRD9,CLTC
BRD9,SAP30
BRD9,NFXL1
BRD9,IMPDH2
BRD9,ITGB1
BRD9,KMT2C
BRD9,RAB11A
BRD9,SERPING1
BRD9,TMED9
BRD9,SMC3
BRD9,CDC42SE2
BRD9,STAG1
BRD9,ARID1A
BRD9,MEN1
BRD9,CTCF
BRD9,ARPC2
BRD9,CBFA2T2
BRD9,MTF2
BRD9,EP400
BRD9,PRDX1
BRD9,LAMP1
BRD9,MYBL2
BRD9,ARF1
BRD9,SUMO2
BRD9,SIK1
BRD9,PIPOX
BRD9,ARPC5
BRD9,CALM1
BRD9,MED26
BRD9,MSH6
BRD9,TRP53
BRD9,POFUT2
BRD9,CDC5L
BRD9,COPG1
BRD9,ATP6V0A1
BRD9,LMNB1
BRD9,CTSD
BRD9,STAT3
BRD9,POLE4
BRD9,RER1
BRD9,FLRT3
BRD9,GSTA4
BRD9,RUVBL2
BRD9,ZFP42
BRD9,PPIB
BRD9,ETV1
BRD9,DCTPP1
BRD9,DDB1
BRD9,PLEKHF2
BRD9,RBPJ
BRD9,HSP90AA1
BRD9,SLC39A7
BRD9,EIF2S2
BRD9,TFRC
BRD9,ERP29
BRD9,EDEM1
BRD9,SETDB1
BRD9,CDK7
BRD9,NFYC
BRD9,VAMP3
BRD9,RIF1
BRD9,EP300
BRD9,TAF3
BRD9,SAP18
BRD9,SSR1
BRD9,MAPK8
BRD9,HSPA4
BRD9,NRF1
BRD9,MORC3
BRD9,SRSF2
BRD9,TXNDC12
BRD9,DMAP1
BRD9,E4F1
BRD9,TGOLN1
BRD9,SSRP1
BRD9,KLF2
BRD9,ZFP281
BRD9,HEATR1
BRD9,SMAD1
BRD9,KLF4
BRD9,ZBTB2
BRD9,RNF2
BRD9,B4GALT1
BRD9,KDM1A
BRD9,SARAF
BRD9,SET
BRD9,LAMB2
BRD9,HIRA
BRD9,HDLBP
BRD9,KAT8
BRD9,GXYLT1
BRD9,RFFL
BRD9,RAD23B
BRD9,GCNT2
BRD9,ELOB
BRD9,SUPT5
BRD9,ELL
BRD9,PLA2G15
BRD9,SMARCA4
BRD9,ACP6
BRD9,STAG2
BRD9,PTPN21
BRD9,PSEN1
BRD9,FBRSL1
BRD9,ACBD3
BRD9,SETX
BRD9,KDM4C
BRD9,DAP
BRD9,UBTF
BRD9,HSPB1
BRD9,INO80
BRD9,MBD3
BRD9,CALR
BRD9,ZC3H11A
BRD9,COLGALT1
BRD9,SUZ12
BRD9,TAX1BP3
BRD9,SELENOM
BRD9,TBX3
BRD9,DGCR8
BRD9,PNP
BRD9,ASS1
BRD9,XRCC5
BRD9,ASPH
BRD9,GTF2B
BRD9,CBX1
BRD9,ARF4
BRD9,PARP1
BRD9,ZBTB44
BRD9,TMEM30A
BRD9,GLIPR2
BRD9,RDM1
BRD9,KDELR2
BRD9,SPNS2
BRD9,RANBP17
BRD9,HELB
BRD9,CXXC1
BRD9,PKNOX1
BRD9,ZFX
BRD9,IRF2BPL
BRD9,HSPG2
BRD9,CBX5
BRD9,GALK1
BRD9,RTN3
BRD9,EZH2
BRD9,RAD21
BRD9,SEC23A
BRD9,TGIF2
BRD9,MPHOSPH8
BRD9,NCAPH2
BRD9,LMF2
BRD9,MED1
BRD9,ARID3A
BRD9,KDM2A
BRD9,SURF4
BRD9,DR1
BRD9,ST5
BRD9,DDOST
BRD9,AP2A2
BRD9,PDIA5
BRD9,PDK1
BRD9,DUSP6
BRD9,XPNPEP1
BRD9,HEXIM1
BRD9,TCF3
BRD9,KDELR1
BRD9,CDK9
BRD9,BTAF1
BRD9,BRD4
BRD9,DPF2
BRD9,SLC16A1
BRD9,ADAM10
BRD9,MSL2
BRD9,NCAPG
BRD9,CARHSP1
BRD9,ARHGAP1
BRD9,RRBP1
BRD9,DERL1
BRD9,RBMXL2
BRD9,PTOV1
BRD9,FGFR1
BRD9,2410141K09RIK
BRD9,WDR82
BRD9,HSP90AB1
BRD9,MCRS1
BRD9,BCLAF3
BRD9,TCOF1
BRD9,TMOD3
BRD9,NPM1
BRD9,GCNT1
BRD9,RRN3
BRD9,THAP11
BRD9,LDLRAP1
BRD9,TMEM214
BRD9,ARHGAP29
BRD9,SLC25A4
BRD9,E2F4
BRD9,YY1
BRD9,KLHDC3
BRD9,LRRC59
BRD9,CTSL
BRD9,CST3
BRD9,SOD1
BRD9,CLN6
BRD9,TRAM1
BRD9,MCM2
BRD9,TBP
BRD9,ABHD5
BRD9,METTL3
BRD9,FZD5
BRD9,KLF5
BRD9,DPY30
BRD9,APPBP2
BRD9,USP28
BRD9,VKORC1
BRD9,PHF5A
BRD9,PAFAH1B3
BRD9,SHF
BRD9,P4HA1
BRD9,SRSF1
BRD9,H13
BRD9,MYDGF
BRD9,SELENOS
BRD9,PTPN14
BRD9,ZFP217
BRD9,DNAJC10
BRD9,NUP210
BRD9,HDAC1
BRD9,TNKS
BRD9,CPOX
BRD9,MYMX
BRD9,MTA2
